,Date,days hour min sec,Distance 1,Distance 2,Distance 3,keystrokes,left,right,middle,double,wheel,x1 btn,x2 btn,idle days hour min sec
317,2021 mar. 05 09:02:41,156 days 0 hours 10 min 11 sec,150 km,572 m,80 cm,1473998,426898,51332,610,54541,1087136,0,0,131 days 22 hours 33 min 22 sec
318,2021 mar. 08 09:09:16,156 days 12 hours 41 min 53 sec,150 km,817 m,6 cm,1474754,428218,51341,612,54596,1089608,0,0,132 days 23 hours 25 min 3 sec
319,2021 mar. 09 00:00:20,157 days 3 hours 32 min 57 sec,152 km,120 m,2 cm,1485921,431073,51365,619,54803,1099369,0,0,133 days 7 hours 29 min 19 sec
320,2021 mar. 10 09:23:28,158 days 12 hours 56 min 4 sec,152 km,236 m,2 cm,1486286,431728,51369,619,54844,1100658,0,0,134 days 16 hours 10 min 30 sec
321,2021 mar. 11 02:42:24,159 days 6 hours 15 min 0 sec,152 km,998 m,89 cm,1495637,434608,51399,621,55107,1108087,0,0,134 days 22 hours 13 min 36 sec
322,2021 mar. 12 03:44:49,160 days 7 hours 17 min 25 sec,153 km,642 m,66 cm,1503924,435440,51400,622,55203,1109992,0,0,136 days 2 hours 46 min 50 sec
323,2021 mar. 13 00:00:02,161 days 3 hours 32 min 38 sec,154 km,449 m,94 cm,1510509,438252,51426,624,55431,1115960,0,0,136 days 18 hours 24 min 0 sec
324,2021 mar. 14 00:00:03,162 days 3 hours 32 min 40 sec,154 km,883 m,62 cm,1513705,439448,51436,624,55575,1118549,0,0,137 days 15 hours 21 min 10 sec
325,2021 mar. 15 00:00:57,163 days 3 hours 31 min 37 sec,155 km,347 m,67 cm,1516828,441312,51547,625,55883,1123069,0,0,138 days 8 hours 56 min 3 sec
326,2021 mar. 16 00:00:42,164 days 3 hours 31 min 22 sec,156 km,42 m,70 cm,1525404,445261,51565,625,56167,1130713,0,0,139 days 4 hours 8 min 37 sec
327,2021 mar. 17 00:00:11,165 days 3 hours 30 min 51 sec,156 km,480 m,0 cm,1532695,447521,51603,625,56359,1133290,0,0,139 days 16 hours 13 min 20 sec
328,2021 mar. 18 00:00:13,166 days 3 hours 30 min 53 sec,156 km,480 m,0 cm,1532695,447521,51603,625,56359,1133290,0,0,140 days 16 hours 13 min 20 sec
329,2021 mar. 19 00:00:43,167 days 3 hours 31 min 23 sec,156 km,957 m,16 cm,1541278,449409,51621,627,56454,1137856,0,0,141 days 12 hours 56 min 42 sec
330,2021 mar. 20 00:00:45,168 days 3 hours 31 min 24 sec,157 km,426 m,61 cm,1547107,451146,51631,627,56594,1141812,0,0,142 days 10 hours 4 min 59 sec
331,2021 mar. 22 09:01:33,170 days 12 hours 32 min 12 sec,158 km,563 m,91 cm,1547780,451381,51631,627,56620,1142048,0,0,144 days 14 hours 13 min 29 sec
332,2021 mar. 23 00:00:34,171 days 3 hours 31 min 13 sec,160 km,106 m,2 cm,1558318,453870,62219,627,61155,1144752,0,0,144 days 23 hours 57 min 16 sec
333,2021 mar. 24 00:00:05,172 days 3 hours 30 min 45 sec,160 km,435 m,63 cm,1560534,454241,63463,627,61695,1145206,0,0,145 days 22 hours 42 min 25 sec
334,2021 mar. 25 00:00:25,173 days 3 hours 31 min 5 sec,161 km,272 m,65 cm,1561549,454814,64755,627,62296,1145644,0,0,146 days 19 hours 29 min 11 sec
335,2021 mar. 26 00:00:40,174 days 3 hours 31 min 19 sec,162 km,318 m,79 cm,1572013,457019,68140,627,63946,1151962,0,0,147 days 14 hours 7 min 56 sec
336,2021 mar. 27 09:10:04,175 days 12 hours 40 min 43 sec,162 km,538 m,54 cm,1572458,457436,68146,627,63996,1152412,0,0,148 days 8 hours 43 min 0 sec
337,2021 mar. 28 10:59:26,176 days 14 hours 30 min 6 sec,162 km,924 m,6 cm,1572738,457614,68146,627,64022,1152786,0,0,148 days 23 hours 36 min 18 sec
338,2021 mar. 29 00:00:28,177 days 3 hours 31 min 8 sec,163 km,910 m,71 cm,1574341,458032,68146,629,64042,1153970,0,0,150 days 6 hours 38 min 8 sec
339,2021 mar. 30 00:00:31,178 days 3 hours 31 min 11 sec,164 km,523 m,46 cm,1585328,460215,68151,632,64174,1160308,0,0,151 days 2 hours 29 min 59 sec
340,2021 mar. 30 17:05:09,178 days 19 hours 37 min 1 sec,164 km,986 m,54 cm,1588394,461573,68178,633,64256,1163420,0,0,151 days 16 hours 0 min 23 sec
341,2021 abr. 05 08:59:34,184 days 11 hours 31 min 25 sec,165 km,537 m,9 cm,1589912,462230,68182,637,64301,1165353,0,0,157 days 5 hours 33 min 42 sec
342,2021 abr. 05 15:18:10,184 days 11 hours 41 min 29 sec,165 km,537 m,8 cm,1589912,462230,68182,637,64301,1165353,0,0,151 days 19 hours 21 min 56 sec
343,2021 abr. 05 21:09:50,184 days 12 hours 3 min 28 sec,165 km,594 m,39 cm,1590693,462450,68185,637,64325,1165906,0,0,151 days 19 hours 24 min 36 sec
344,2021 abr. 06 00:00:50,184 days 14 hours 54 min 28 sec,165 km,947 m,91 cm,1591618,462654,68187,637,64338,1166343,0,0,151 days 20 hours 28 min 43 sec
345,2021 abr. 07 09:49:07,186 days 0 hours 42 min 44 sec,166 km,283 m,85 cm,1591803,462772,68187,637,64340,1167238,0,0,152 days 16 hours 10 min 48 sec
346,2021 abr. 08 10:00:27,187 days 0 hours 54 min 4 sec,166 km,711 m,92 cm,1593943,463427,68194,639,64379,1170125,0,0,154 days 2 hours 32 min 41 sec
347,2021 abr. 09 00:34:39,187 days 15 hours 28 min 16 sec,166 km,794 m,55 cm,1594598,463614,68194,639,64384,1171325,0,0,154 days 5 hours 38 min 12 sec
348,2021 abr. 10 00:00:42,188 days 14 hours 54 min 19 sec,167 km,379 m,51 cm,1600180,464701,68200,639,64455,1174179,0,0,155 days 12 hours 44 min 58 sec
349,2021 abr. 11 12:22:48,190 days 3 hours 16 min 25 sec,168 km,389 m,66 cm,1604198,465743,72762,639,66351,1175361,0,0,156 days 21 hours 29 min 37 sec
350,2021 abr. 12 10:12:47,191 days 1 hours 6 min 24 sec,169 km,157 m,37 cm,1607656,466845,76999,639,68206,1176990,0,0,157 days 5 hours 42 min 33 sec
351,2021 abr. 13 12:51:59,192 days 3 hours 45 min 36 sec,170 km,198 m,95 cm,1617919,469085,77048,639,68352,1182725,0,0,157 days 22 hours 36 min 13 sec
352,2021 abr. 14 10:05:24,193 days 0 hours 59 min 1 sec,170 km,730 m,72 cm,1623811,470122,77056,639,68391,1185836,0,0,159 days 7 hours 18 min 27 sec
353,2021 abr. 15 08:51:29,193 days 23 hours 45 min 6 sec,171 km,233 m,48 cm,1630009,471943,77067,640,68508,1190783,0,0,159 days 12 hours 34 min 33 sec
354,2021 abr. 15 15:19:55,194 days 4 hours 57 min 6 sec,171 km,522 m,34 cm,1631804,472758,77075,640,68545,1194128,0,0,160 days 5 hours 43 min 47 sec
355,2021 abr. 15 16:34:39,194 days 6 hours 1 min 5 sec,171 km,635 m,1 cm,1632363,473059,77075,640,68557,1195288,0,0,160 days 6 hours 16 min 6 sec
356,2021 abr. 16 00:00:40,194 days 13 hours 27 min 6 sec,172 km,286 m,22 cm,1634174,474037,77076,640,68645,1197564,0,0,160 days 10 hours 36 min 27 sec
357,2021 abr. 17 12:21:18,196 days 1 hours 47 min 44 sec,172 km,829 m,68 cm,1643817,475874,77129,640,68788,1204418,0,0,161 days 5 hours 6 min 8 sec
358,2021 abr. 19 08:45:12,197 days 22 hours 11 min 37 sec,173 km,531 m,1 cm,1647119,476449,77136,640,68826,1205774,0,0,162 days 1 hours 51 min 17 sec
359,2021 abr. 20 00:00:12,198 days 13 hours 26 min 38 sec,174 km,112 m,57 cm,1654145,478170,77150,640,68934,1209377,0,0,164 days 0 hours 54 min 16 sec
360,2021 abr. 21 00:00:41,199 days 13 hours 27 min 7 sec,174 km,401 m,4 cm,1659484,479019,77153,643,68995,1212355,0,0,164 days 22 hours 50 min 59 sec
361,2021 abr. 22 13:14:41,200 days 0 hours 32 min 12 sec,174 km,401 m,58 cm,1659484,479019,77153,643,68995,1212355,0,0,165 days 9 hours 56 min 0 sec
362,2021 abr. 23 09:08:58,200 days 16 hours 43 min 50 sec,174 km,475 m,70 cm,1659740,479185,77153,643,69012,1212762,0,0,165 days 12 hours 42 min 17 sec
363,2021 abr. 24 17:08:39,201 days 5 hours 7 min 46 sec,174 km,600 m,19 cm,1660822,479424,77153,643,69021,1213368,0,0,166 days 13 hours 31 min 33 sec
364,2021 abr. 25 22:05:53,201 days 5 hours 12 min 52 sec,174 km,612 m,95 cm,1660822,479440,77154,643,69022,1213530,0,0,167 days 18 hours 25 min 28 sec
365,2021 abr. 26 08:39:38,201 days 15 hours 46 min 36 sec,174 km,643 m,28 cm,1660907,479543,77154,643,69024,1213851,0,0,168 days 4 hours 45 min 27 sec
366,2021 abr. 27 07:51:17,202 days 14 hours 15 min 22 sec,176 km,335 m,22 cm,1682639,485044,86533,647,73312,1225854,0,0,168 days 11 hours 5 min 24 sec
367,2021 abr. 28 08:01:00,203 days 14 hours 25 min 5 sec,176 km,491 m,35 cm,1683825,485502,86533,647,73319,1226965,0,0,169 days 18 hours 6 min 1 sec
368,2021 abr. 29 08:28:22,204 days 14 hours 52 min 27 sec,177 km,58 m,31 cm,1690495,487326,86561,647,73443,1233824,0,0,170 days 15 hours 24 min 22 sec
369,2021 abr. 30 11:38:43,205 days 18 hours 2 min 48 sec,177 km,474 m,38 cm,1693620,488176,86565,664,73522,1237984,0,0,171 days 16 hours 45 min 36 sec
370,2021 may. 01 00:00:44,206 days 6 hours 24 min 50 sec,177 km,807 m,32 cm,1698361,488931,86577,664,73586,1240108,0,0,172 days 3 hours 4 min 6 sec
371,2021 may. 13 21:26:28,206 days 7 hours 14 min 32 sec,177 km,808 m,93 cm,1698361,488934,86577,664,73586,1240108,0,0,172 days 3 hours 55 min 41 sec
372,2021 may. 14 00:07:27,206 days 9 hours 55 min 31 sec,177 km,808 m,93 cm,1698361,488934,86577,664,73586,1240108,0,0,172 days 6 hours 36 min 39 sec
373,2021 may. 15 00:00:02,207 days 9 hours 48 min 6 sec,179 km,30 m,20 cm,1703558,491156,86613,668,73706,1248198,0,0,173 days 0 hours 38 min 19 sec
374,2021 may. 16 01:02:41,207 days 11 hours 15 min 43 sec,179 km,110 m,22 cm,1703743,491260,86616,668,73709,1248262,0,0,174 days 1 hours 18 min 19 sec
375,2021 may. 16 13:17:09,207 days 22 hours 3 min 44 sec,179 km,327 m,76 cm,1705683,491669,86637,668,73812,1248886,0,0,174 days 11 hours 5 min 52 sec
376,2021 may. 17 08:46:42,208 days 17 hours 33 min 17 sec,179 km,846 m,79 cm,1707424,492020,86638,671,73833,1250150,0,0,175 days 3 hours 14 min 6 sec
377,2021 may. 18 00:00:44,209 days 8 hours 47 min 19 sec,180 km,835 m,42 cm,1721128,495600,86700,675,74158,1261037,0,0,175 days 11 hours 45 min 13 sec
378,2021 may. 19 00:00:32,210 days 5 hours 42 min 46 sec,181 km,306 m,56 cm,1731180,497274,86703,677,74300,1265904,0,0,176 days 8 hours 11 min 56 sec
379,2021 may. 20 08:31:39,211 days 14 hours 13 min 53 sec,181 km,983 m,91 cm,1740693,499179,86718,689,74441,1274180,0,0,177 days 3 hours 0 min 38 sec
380,2021 may. 21 09:37:05,212 days 15 hours 19 min 19 sec,182 km,625 m,79 cm,1749105,501507,86754,690,74592,1282018,0,0,178 days 9 hours 38 min 18 sec
381,2021 may. 22 00:00:05,213 days 5 hours 42 min 19 sec,182 km,750 m,43 cm,1749372,501722,86758,694,74609,1282666,0,0,178 days 23 hours 28 min 29 sec
382,2021 may. 23 00:00:02,214 days 5 hours 42 min 17 sec,183 km,309 m,18 cm,1749547,501857,86761,697,74615,1283172,0,0,179 days 21 hours 17 min 15 sec
383,2021 may. 24 14:25:26,214 days 21 hours 36 min 25 sec,183 km,614 m,6 cm,1749907,502117,86761,706,74623,1285022,0,0,181 days 10 hours 7 min 46 sec
384,2021 may. 25 09:50:59,215 days 17 hours 1 min 57 sec,183 km,668 m,44 cm,1750072,502229,86761,707,74629,1285828,0,0,182 days 5 hours 16 min 11 sec
385,2021 may. 26 08:23:58,216 days 15 hours 34 min 57 sec,184 km,432 m,4 cm,1750185,502601,86761,707,74665,1286783,0,0,183 days 0 hours 19 min 45 sec
386,2021 may. 27 00:00:59,217 days 7 hours 11 min 58 sec,185 km,216 m,88 cm,1759357,505446,86782,715,74873,1296381,0,0,183 days 10 hours 49 min 55 sec
387,2021 may. 28 06:30:32,218 days 13 hours 41 min 30 sec,185 km,375 m,13 cm,1759674,505781,86782,715,74885,1297157,0,0,184 days 16 hours 48 min 24 sec
388,2021 may. 29 20:30:54,219 days 0 hours 26 min 0 sec,185 km,641 m,2 cm,1768436,506602,86794,717,74944,1299260,0,0,186 days 4 hours 45 min 43 sec
389,2021 may. 30 08:06:20,219 days 12 hours 1 min 26 sec,186 km,5 m,38 cm,1772052,507448,86827,719,75210,1300639,0,0,186 days 14 hours 36 min 3 sec
390,2021 may. 31 00:00:30,220 days 3 hours 55 min 36 sec,186 km,658 m,83 cm,1776466,508427,86833,725,75292,1305990,0,0,187 days 2 hours 16 min 31 sec
391,2021 jun. 01 09:19:49,221 days 13 hours 14 min 54 sec,187 km,493 m,12 cm,1785309,511478,86888,736,75493,1315149,0,0,187 days 20 hours 50 min 52 sec
392,2021 jun. 02 00:00:48,222 days 3 hours 55 min 54 sec,187 km,928 m,97 cm,1787301,512913,86900,738,75582,1319354,0,0,188 days 18 hours 7 min 11 sec
393,2021 jun. 03 19:07:01,223 days 23 hours 2 min 6 sec,188 km,152 m,50 cm,1788280,513410,86901,740,75608,1321440,0,0,190 days 12 hours 4 min 13 sec
394,2021 jun. 04 00:00:00,224 days 3 hours 55 min 6 sec,188 km,316 m,38 cm,1789951,513812,86902,745,75630,1322455,0,0,190 days 15 hours 59 min 16 sec
395,2021 jun. 05 00:00:44,225 days 3 hours 55 min 50 sec,188 km,701 m,64 cm,1792499,514476,86911,746,75672,1323874,0,0,191 days 14 hours 5 min 55 sec
396,2021 jun. 05 19:28:37,225 days 23 hours 22 min 16 sec,189 km,32 m,92 cm,1796100,514920,86912,747,75698,1326131,0,0,192 days 7 hours 49 min 15 sec
397,2021 jun. 06 00:00:37,226 days 3 hours 54 min 16 sec,189 km,284 m,15 cm,1796356,515076,86913,747,75711,1326547,0,0,192 days 11 hours 4 min 25 sec
398,2021 jun. 07 09:02:13,227 days 12 hours 55 min 52 sec,189 km,814 m,95 cm,1798025,515523,86913,754,75736,1332229,0,0,193 days 18 hours 45 min 26 sec
399,2021 jun. 08 00:00:14,228 days 3 hours 53 min 52 sec,190 km,630 m,16 cm,1807231,518181,86928,754,75947,1341155,0,0,194 days 4 hours 26 min 56 sec
400,2021 jun. 14 08:38:59,228 days 21 hours 11 min 31 sec,191 km,286 m,61 cm,1818142,520303,86977,760,76091,1348255,0,0,194 days 17 hours 26 min 34 sec
401,2021 jun. 15 00:00:59,229 days 12 hours 33 min 30 sec,191 km,982 m,92 cm,1825452,522371,86990,763,76215,1356414,0,0,195 days 4 hours 41 min 45 sec
402,2021 jun. 16 00:00:32,230 days 12 hours 29 min 58 sec,192 km,583 m,73 cm,1833196,524577,87017,765,76364,1363309,0,0,195 days 21 hours 31 min 31 sec
403,2021 jun. 16 09:15:43,230 days 12 hours 29 min 58 sec,192 km,583 m,73 cm,1833196,524577,87017,765,76364,1363309,0,0,195 days 21 hours 29 min 44 sec
404,2021 jun. 17 00:00:37,231 days 3 hours 14 min 52 sec,193 km,499 m,17 cm,1845251,528402,87033,767,76743,1376875,0,0,196 days 6 hours 2 min 45 sec
405,2021 jun. 20 22:03:51,231 days 19 hours 16 min 7 sec,193 km,875 m,9 cm,1850043,529605,87038,772,76800,1379225,0,0,200 days 1 hours 44 min 21 sec
406,2021 jun. 21 00:00:51,231 days 21 hours 13 min 6 sec,193 km,883 m,39 cm,1850069,529621,87038,773,76800,1379225,0,0,200 days 3 hours 39 min 55 sec
407,2021 jun. 22 08:58:45,233 days 6 hours 11 min 0 sec,194 km,447 m,17 cm,1860085,531193,87067,774,76952,1382458,0,0,201 days 8 hours 57 min 24 sec
408,2021 jun. 23 00:00:46,233 days 21 hours 13 min 2 sec,194 km,714 m,61 cm,1867137,531950,87073,774,76985,1385818,0,0,201 days 21 hours 50 min 3 sec
409,2021 jun. 24 00:00:48,234 days 21 hours 13 min 4 sec,195 km,123 m,2 cm,1873252,532981,87077,781,77052,1389652,0,0,202 days 18 hours 41 min 31 sec
410,2021 jun. 25 00:00:47,235 days 21 hours 13 min 2 sec,195 km,726 m,99 cm,1884120,535229,87090,782,77204,1396386,0,0,203 days 14 hours 30 min 54 sec
411,2021 jun. 26 00:00:22,236 days 21 hours 12 min 38 sec,196 km,86 m,64 cm,1887864,536310,87094,784,77260,1399277,0,0,204 days 12 hours 28 min 38 sec
412,2021 jun. 27 00:00:16,237 days 21 hours 12 min 31 sec,196 km,160 m,39 cm,1888299,536458,87096,784,77276,1399441,0,0,205 days 12 hours 15 min 29 sec
413,2021 jun. 28 00:00:30,238 days 21 hours 12 min 46 sec,196 km,520 m,51 cm,1891914,537144,87099,785,77318,1401242,0,0,206 days 10 hours 10 min 11 sec
414,2021 jun. 29 00:00:22,239 days 21 hours 12 min 37 sec,197 km,150 m,15 cm,1899891,539311,87124,786,77443,1406940,0,0,207 days 6 hours 48 min 44 sec
415,2021 jun. 30 00:00:39,240 days 21 hours 5 min 37 sec,197 km,618 m,95 cm,1908993,540418,87136,788,77509,1411918,0,0,208 days 3 hours 41 min 10 sec
416,2021 jul. 01 09:05:52,242 days 6 hours 10 min 50 sec,197 km,843 m,62 cm,1913423,541154,87143,788,77554,1413485,0,0,209 days 11 hours 17 min 47 sec
417,2021 jul. 02 00:00:53,242 days 21 hours 5 min 51 sec,198 km,623 m,54 cm,1917451,543162,87155,789,77699,1419298,0,0,209 days 21 hours 57 min 57 sec
418,2021 jul. 03 08:38:24,243 days 5 hours 14 min 14 sec,198 km,665 m,26 cm,1917788,543284,87159,789,77704,1419493,0,0,211 days 6 hours 21 min 57 sec
419,2021 jul. 03 12:25:41,243 days 8 hours 49 min 13 sec,198 km,732 m,80 cm,1918687,543499,87160,790,77719,1420383,0,0,211 days 9 hours 15 min 32 sec
420,2021 jul. 04 00:00:19,243 days 20 hours 23 min 50 sec,199 km,710 m,6 cm,1921524,545912,87213,792,77937,1430082,0,0,211 days 16 hours 22 min 28 sec
421,2021 jul. 05 09:21:11,245 days 5 hours 44 min 42 sec,200 km,93 m,40 cm,1923181,546669,87217,792,77989,1435218,0,0,212 days 23 hours 29 min 30 sec
422,2021 jul. 06 07:50:25,246 days 4 hours 13 min 56 sec,201 km,83 m,94 cm,1935151,550743,87246,794,78465,1447272,0,0,213 days 7 hours 58 min 32 sec
423,2021 jul. 07 00:00:25,246 days 20 hours 23 min 56 sec,201 km,856 m,10 cm,1941966,553348,87260,795,78764,1455386,0,0,214 days 3 hours 37 min 40 sec
424,2021 jul. 08 00:00:44,247 days 20 hours 24 min 15 sec,202 km,362 m,19 cm,1947602,555025,87261,796,78921,1462887,0,0,215 days 0 hours 5 min 1 sec
425,2021 jul. 09 15:55:39,249 days 12 hours 19 min 10 sec,202 km,575 m,32 cm,1948947,555741,87266,796,78970,1464428,0,0,216 days 15 hours 11 min 52 sec
426,2021 jul. 10 00:04:59,249 days 20 hours 28 min 30 sec,202 km,617 m,96 cm,1948949,555817,87266,796,78976,1464605,0,0,216 days 23 hours 11 min 17 sec
427,2021 jul. 11 00:31:50,250 days 16 hours 20 min 19 sec,202 km,773 m,49 cm,1949248,555979,87266,797,78979,1465130,0,0,217 days 22 hours 17 min 55 sec
428,2021 jul. 12 00:00:28,251 days 15 hours 48 min 57 sec,203 km,97 m,41 cm,1949276,556079,87266,797,78982,1465467,0,0,218 days 19 hours 24 min 55 sec
429,2021 jul. 13 08:11:55,252 days 15 hours 50 min 37 sec,204 km,1 m,2 cm,1955773,558074,87276,807,79076,1471592,0,0,219 days 3 hours 55 min 56 sec
430,2021 jul. 14 00:00:55,253 days 7 hours 39 min 38 sec,204 km,942 m,71 cm,1962656,561244,87659,815,79570,1482838,0,0,220 days 0 hours 17 min 8 sec
431,2021 jul. 15 09:01:05,254 days 16 hours 39 min 48 sec,205 km,641 m,95 cm,1967522,563289,87675,819,79783,1489406,0,0,220 days 14 hours 26 min 28 sec
432,2021 jul. 16 01:31:59,255 days 9 hours 10 min 41 sec,206 km,233 m,6 cm,1976336,566798,87720,819,80032,1493700,0,0,221 days 15 hours 13 min 51 sec
433,2021 jul. 17 00:00:41,256 days 7 hours 37 min 16 sec,206 km,720 m,8 cm,1984720,568414,87730,820,80130,1498166,0,0,222 days 10 hours 30 min 21 sec
434,2021 jul. 18 06:58:16,257 days 14 hours 34 min 51 sec,206 km,731 m,74 cm,1984726,568454,87731,820,80135,1498212,0,0,223 days 4 hours 44 min 41 sec
435,2021 jul. 19 08:35:13,258 days 16 hours 11 min 48 sec,206 km,756 m,39 cm,1984859,568504,87731,821,80137,1498330,0,0,224 days 1 hours 42 min 8 sec
436,2021 jul. 20 00:00:50,259 days 7 hours 37 min 25 sec,207 km,173 m,71 cm,1988030,569923,87740,844,80198,1501206,0,0,225 days 7 hours 43 min 28 sec
437,2021 jul. 21 08:54:21,260 days 16 hours 30 min 56 sec,207 km,696 m,46 cm,1993959,571851,87769,847,80370,1505015,0,0,225 days 17 hours 11 min 52 sec
438,2021 jul. 22 08:00:58,261 days 15 hours 37 min 34 sec,208 km,307 m,79 cm,2001308,574154,87773,852,80533,1511190,0,0,226 days 13 hours 5 min 12 sec
439,2021 jul. 24 08:44:48,263 days 16 hours 21 min 23 sec,208 km,864 m,71 cm,2005946,576212,87790,856,80669,1514907,0,0,227 days 12 hours 12 min 53 sec
440,2021 jul. 25 00:00:51,264 days 7 hours 37 min 27 sec,209 km,626 m,92 cm,2007647,576873,87796,856,80745,1515864,0,0,228 days 0 hours 11 min 9 sec
441,2021 jul. 26 10:53:18,265 days 18 hours 29 min 54 sec,211 km,40 m,51 cm,2011385,579398,89365,856,81668,1516381,0,0,228 days 16 hours 47 min 19 sec
442,2021 jul. 27 10:19:09,266 days 17 hours 55 min 44 sec,211 km,316 m,10 cm,2012675,580090,89370,862,81794,1517488,0,0,229 days 19 hours 41 min 46 sec
443,2021 jul. 28 08:30:28,267 days 16 hours 7 min 3 sec,211 km,530 m,0 cm,2013677,580670,89375,868,81830,1519053,0,0,231 days 3 hours 21 min 49 sec
444,2021 jul. 29 09:17:02,268 days 16 hours 53 min 38 sec,211 km,730 m,4 cm,2014470,581308,89375,870,81884,1521846,0,0,231 days 12 hours 17 min 27 sec
445,2021 jul. 30 00:00:11,269 days 7 hours 36 min 46 sec,211 km,864 m,28 cm,2014785,581761,89390,871,81930,1522665,0,0,232 days 16 hours 19 min 53 sec
446,2021 jul. 31 11:52:00,270 days 19 hours 28 min 35 sec,212 km,9 m,75 cm,2015708,582090,89392,878,81950,1523600,0,0,233 days 12 hours 57 min 8 sec
447,2021 ago. 01 00:00:24,271 days 1 hours 26 min 58 sec,212 km,51 m,40 cm,2015877,582198,89392,879,81954,1523836,0,0,234 days 14 hours 53 min 57 sec
448,2021 ago. 02 09:34:14,272 days 11 hours 0 min 48 sec,212 km,451 m,69 cm,2016014,582342,89392,885,81972,1524093,0,0,235 days 22 hours 55 min 5 sec
449,2021 ago. 03 08:23:51,273 days 9 hours 50 min 25 sec,212 km,667 m,65 cm,2016340,582699,89392,887,81997,1528486,0,0,236 days 10 hours 53 min 35 sec
450,2021 ago. 04 00:00:58,274 days 1 hours 27 min 32 sec,213 km,355 m,37 cm,2018005,584492,89903,892,82351,1530632,0,0,237 days 9 hours 47 min 43 sec
451,2021 ago. 05 09:17:06,274 days 2 hours 1 min 38 sec,213 km,373 m,89 cm,2018174,584523,89903,892,82352,1530799,0,0,237 days 9 hours 59 min 16 sec
452,2021 ago. 06 00:50:10,274 days 13 hours 1 min 1 sec,213 km,579 m,88 cm,2023297,585029,89908,900,82374,1534018,0,0,237 days 19 hours 17 min 50 sec
453,2021 ago. 07 09:52:03,275 days 22 hours 2 min 54 sec,214 km,690 m,41 cm,2027900,587379,90661,904,83026,1537176,0,0,238 days 12 hours 14 min 5 sec
454,2021 ago. 09 10:21:45,276 days 10 hours 42 min 20 sec,214 km,777 m,30 cm,2028126,587593,90662,907,83032,1537735,0,0,239 days 10 hours 6 min 12 sec
455,2021 ago. 10 08:59:06,277 days 9 hours 19 min 40 sec,214 km,838 m,85 cm,2028401,587800,90662,908,83039,1538474,0,0,239 days 18 hours 52 min 47 sec
456,2021 ago. 11 00:00:26,278 days 0 hours 21 min 0 sec,215 km,271 m,87 cm,2029424,588428,90663,913,83109,1541762,0,0,240 days 20 hours 41 min 23 sec
457,2021 ago. 12 10:12:59,279 days 10 hours 31 min 3 sec,215 km,576 m,34 cm,2031025,588941,90674,914,83132,1543648,0,0,241 days 15 hours 21 min 33 sec
458,2021 ago. 13 09:09:54,280 days 9 hours 27 min 57 sec,216 km,200 m,66 cm,2031196,589078,90675,916,83143,1544238,0,0,242 days 15 hours 6 min 17 sec
459,2021 ago. 14 00:00:17,281 days 0 hours 18 min 21 sec,216 km,224 m,92 cm,2031203,589082,90675,916,83143,1544238,0,0,243 days 15 hours 4 min 33 sec
460,2021 ago. 17 09:24:51,284 days 9 hours 42 min 55 sec,216 km,254 m,73 cm,2031205,589093,90675,916,83144,1544240,0,0,247 days 0 hours 28 min 39 sec
461,2021 ago. 18 11:29:50,284 days 16 hours 41 min 33 sec,216 km,467 m,33 cm,2031470,589288,90676,916,83161,1544980,0,0,247 days 6 hours 21 min 42 sec
462,2021 ago. 19 08:35:11,285 days 13 hours 46 min 53 sec,216 km,516 m,96 cm,2031548,589433,90677,917,83171,1545461,0,0,247 days 13 hours 34 min 7 sec
463,2021 ago. 21 17:06:12,286 days 5 hours 2 min 21 sec,216 km,667 m,50 cm,2031754,589637,90677,919,83182,1546240,0,0,250 days 10 hours 32 min 58 sec
464,2021 ago. 22 02:24:22,286 days 14 hours 20 min 31 sec,216 km,718 m,15 cm,2031798,589753,90677,925,83185,1546486,0,0,250 days 19 hours 35 min 22 sec
465,2021 ago. 23 09:03:12,287 days 20 hours 59 min 21 sec,217 km,307 m,16 cm,2037330,590107,90686,925,83218,1547014,0,0,251 days 7 hours 23 min 37 sec
466,2021 ago. 24 09:29:56,288 days 21 hours 26 min 4 sec,217 km,703 m,83 cm,2038293,590697,90691,936,83245,1549153,0,0,252 days 11 hours 48 min 27 sec
467,2021 ago. 25 10:24:51,289 days 22 hours 20 min 59 sec,217 km,987 m,85 cm,2038480,591005,90691,939,83250,1551047,0,0,253 days 21 hours 7 min 32 sec
468,2021 ago. 26 00:00:55,290 days 11 hours 57 min 4 sec,218 km,448 m,60 cm,2039109,591636,91186,939,83395,1551612,0,0,254 days 9 hours 42 min 16 sec
469,2021 ago. 27 12:04:36,290 days 12 hours 37 min 30 sec,218 km,481 m,32 cm,2039262,591659,91186,939,83397,1551635,0,0,254 days 10 hours 12 min 57 sec
470,2021 ago. 28 22:34:56,291 days 23 hours 7 min 50 sec,218 km,492 m,96 cm,2039305,591690,91186,939,83398,1551665,0,0,254 days 17 hours 46 min 27 sec
471,2021 ago. 29 00:00:56,292 days 0 hours 33 min 50 sec,218 km,776 m,96 cm,2039324,591697,91186,939,83398,1551665,0,0,255 days 20 hours 51 min 16 sec
472,2021 ago. 30 08:44:49,293 days 9 hours 17 min 42 sec,218 km,962 m,58 cm,2039347,591733,91186,940,83399,1552014,0,0,255 days 22 hours 10 min 29 sec
