Date,Active time,Distance,Keystrokes,Left clicks,Right clicks,Middle clicks,Double clicks,Wheel turn,Idle time
2020-04-07 23:32:52,47857,104303,20590,3284,4758,15,2241,6683,28640
2020-04-08 00:18:32,50597,105394,20590,3363,4758,15,2248,6683,28653
2020-04-09 00:00:12,53669,66326,8535,2127,17,5,156,4854,0
2020-04-09 01:34:37,59334,70974,9293,2314,17,5,167,5078,48358
2020-04-10 14:05:30,8289,131607,3935,3160,3849,1,1886,264,37467
2020-04-11 15:32:19,8289,131607,3935,3160,3849,1,1886,264,112549
2020-04-12 00:00:40,28795,86629,999,322,0,1,23,1090,15184
2020-04-13 08:50:57,69964,205242,5235,3261,3165,2,1728,2865,40297
2020-04-13 20:00:19,39548,72286,9008,2673,19,3,180,9439,26485
2020-04-16 19:53:07,39179,82416,19815,3212,37,1,376,13430,20785
2020-04-17 11:16:56,94609,117638,30029,4277,60,4,454,16733,65881
2020-04-18 11:17:26,52068,103423,33598,3471,5342,3,2712,7708,60692
2020-04-19 11:34:18,87405,125620,16501,2404,6105,9,2788,3802,65951
2020-04-20 08:58:00,129166,256743,28802,5350,14167,14,6469,10552,86035
2020-04-20 21:11:19,43992,100913,17454,3465,14,2,374,13803,19226
2020-04-21 18:02:39,119072,183655,38542,6465,41,5,630,24357,72720
2020-04-21 22:51:18,17305,38528,9805,797,12,4,47,1938,5793
2020-04-22 18:40:05,34605,70018,14765,2312,22,2,186,10222,13475
2020-04-23 19:51:16,38639,67398,13367,2315,25,6,307,8385,20794
2020-04-23 23:49:11,14269,43228,117,105,1,0,5,761,6198
2020-04-26 04:13:35,59339,180493,16972,2665,16831,7,7365,5068,34108
2020-04-27 11:36:58,141201,307198,22095,5260,17503,12,7827,8054,100241
2020-04-29 09:36:48,164742,173813,32660,6168,41,21,603,21236,114636
2020-04-29 18:05:49,30519,68632,10131,2562,15,8,216,8526,11581
2020-04-29 23:22:41,19007,65729,3018,1919,1015,1,623,891,12924
2020-05-01 19:37:22,66298,172709,15987,3192,24,7,215,7099,87968
2020-05-04 09:01:59,125782,443186,15764,7450,5774,2,2527,5661,166995
2020-05-05 15:16:24,108860,178567,28378,5431,507,8,526,18420,66899
2020-05-06 00:00:25,140300,231493,39928,7081,511,9,655,24848,82085
2020-05-06 22:33:36,48931,90833,15677,3555,7,7,336,10105,29323
2020-05-07 08:40:20,48950,90997,15677,3560,8,7,336,10105,65600
2020-05-08 08:54:30,86978,79520,13395,2812,15,7,233,11002,65083
2020-05-08 22:22:18,135446,181804,26109,5745,31,10,450,21752,86717
2020-05-09 00:00:31,5885,6938,600,85,0,0,4,97,4168
2020-05-09 13:22:19,15325,102203,4784,1854,1486,4,589,1841,44559
2020-05-10 00:00:38,38292,218800,7322,5898,1953,3,1589,3233,16548
2020-05-11 08:53:46,46345,127705,6240,2496,1228,0,675,2170,63432
2020-05-12 00:08:39,54599,108849,17972,3751,26,2,345,11072,25970
2020-05-13 09:05:17,120513,174116,28023,5997,32,3,527,22165,74254
2020-05-14 01:46:31,59854,136211,18474,4234,29,3,539,15801,29854
2020-05-15 00:00:02,139775,362360,48687,9934,5120,5,3242,28387,65433
2020-05-16 00:21:31,196733,446250,63723,12503,5152,13,3417,40175,127581
2020-05-17 00:00:05,281793,550418,65307,13795,5934,13,3774,41841,199093
2020-05-18 00:12:30,16764,113993,6401,2146,1621,0,659,925,8367
2020-05-18 21:51:31,80845,193197,31712,5000,1638,1,844,10282,46907
2020-05-19 00:00:32,88586,215065,34934,5330,1641,1,878,10571,49484
2020-05-20 02:56:31,145767,303682,43273,7813,1653,4,1062,20525,93263
2020-05-21 08:59:15,253854,411394,56350,11590,1665,4,1282,32893,156897
2020-05-22 01:58:32,315011,553625,73087,15564,5754,4,3578,41847,176386
2020-05-23 20:16:54,374987,636253,84795,18509,5806,4,3770,50462,228794
2020-05-24 00:00:54,388426,685026,85348,18509,5806,4,3770,50462,236166
2020-05-25 09:44:25,471986,1063437,103386,18509,5806,4,3770,50462,326961
2020-05-25 20:19:25,37505,110071,7400,1108,3,4,70,4486,13538
2020-05-26 08:04:16,48080,120902,8431,1194,3,4,72,5011,21704
2020-05-27 07:58:51,134154,276892,27906,5857,1169,8,884,15258,77018
2020-05-28 00:00:50,191873,406010,44355,8541,1188,11,1103,26318,101990
2020-05-29 09:28:31,312335,483872,54759,10832,1201,11,1308,35289,202522
2020-05-30 00:00:31,364655,649607,67199,14289,2287,22,2116,47078,226978
2020-05-31 16:00:57,401021,801037,82848,17937,13581,26,7210,52811,311261
2020-06-01 08:00:06,424636,933495,90300,20730,19114,29,9694,55695,355228
2020-06-02 00:00:30,54794,160547,14492,4360,1222,15,701,9338,27603
2020-06-03 00:01:32,141256,242799,27609,7404,1258,18,854,18337,88183
2020-06-04 08:00:45,256409,391583,45069,11234,2440,28,1392,26582,181273
2020-06-05 08:07:32,343216,491159,54548,14858,2482,28,1800,36689,243738
2020-06-06 00:00:32,400396,606608,68025,18100,2500,30,2137,49185,273709
2020-06-07 09:24:08,454311,754058,79327,19900,11699,30,5970,50315,306870
2020-06-08 08:25:49,503816,756992,83369,19980,11700,30,5974,50445,388331
2020-06-09 08:50:12,85175,143463,15761,3692,50,4,410,13726,50807
2020-06-10 00:00:31,139794,319536,31457,8238,825,8,1027,29490,71728
2020-06-11 00:00:37,226200,406826,51562,11392,858,9,1342,42454,133577
2020-06-12 08:49:54,344277,529314,70779,15143,1465,11,1818,54842,206311
2020-06-13 00:00:40,398923,703286,93083,19901,2841,12,2507,68004,228560
2020-06-14 00:00:43,454902,811355,99371,21668,3823,12,2862,70112,272215
2020-06-15 00:13:27,456990,811700,99378,21682,3823,12,2862,70114,274252
2020-06-16 08:45:47,574130,1087143,107461,25757,6506,14,4008,75191,312680
2020-06-16 19:06:55,611397,1163181,123244,28662,6525,18,4300,85870,381452
2020-06-17 00:20:31,18812,36594,861,183,0,0,15,614,6569
2020-06-17 09:07:11,50130,38184,964,217,0,0,15,660,41807
2020-06-18 08:31:27,134385,146598,14455,2855,5,6,127,9935,97923
2020-06-19 00:00:45,190143,280887,38233,7629,130,12,482,24830,118805
2020-06-20 17:16:55,257417,414517,53302,11431,289,14,796,34104,242647
2020-06-21 00:09:30,282171,448005,54408,11568,291,14,805,34463,246030
2020-06-22 08:37:33,399054,450471,54490,11626,291,15,807,35045,377864
2020-06-23 00:00:32,454433,618817,73199,15896,4836,17,3077,47528,399777
2020-06-24 00:00:31,540832,705000,88973,19001,4845,21,3298,58241,463562
2020-06-25 08:55:43,659344,876194,112001,23597,5958,25,4046,69868,553400
2020-06-26 00:00:05,713606,982391,139709,28616,6007,29,4659,79092,570425
2020-06-27 12:21:40,796113,1152368,163901,34083,7027,31,5322,89233,622813
2020-06-28 18:51:06,801689,1172354,164162,35043,7047,31,5473,89392,625262
2020-06-29 09:01:42,36473,0,0,0,0,0,0,0,634722
2020-06-30 09:03:06,122957,0,0,0,0,0,0,0,634722
2020-07-01 08:56:25,208956,0,0,0,0,0,0,0,634722
2020-07-02 08:36:45,816210,1187249,167480,35460,7047,31,5495,90963,632797
2020-07-03 00:00:45,871649,1187249,167480,35460,7047,31,5495,90963,632797
2020-07-04 21:49:55,0,58,0,0,0,0,0,0,0
2020-07-05 00:00:56,7860,58,0,0,0,0,0,0,0
2020-07-06 08:46:48,125812,58,0,0,0,0,0,0,0
2020-07-08 08:46:01,125812,58,0,0,0,0,0,0,35324
2020-07-09 00:00:02,180653,58,0,0,0,0,0,0,35324
2020-07-11 13:18:29,180653,58,0,0,0,0,0,0,0
2020-07-12 00:00:27,219171,58,0,0,0,0,0,0,0
2020-07-13 08:46:31,219171,58,0,0,0,0,0,0,49603
2020-07-14 09:05:02,219171,58,0,0,0,0,0,0,0
2020-07-15 08:48:32,219171,58,0,0,0,0,0,0,0
2020-07-15 10:50:02,219171,58,0,0,0,0,0,0,0
2020-07-16 00:37:22,219171,58,0,0,0,0,0,0,0
2020-07-17 22:32:28,219171,58,0,0,0,0,0,0,0
2020-07-18 00:00:28,224450,58,0,0,0,0,0,0,0
2020-07-19 00:00:11,233329,58,0,0,0,0,0,0,0
2020-07-20 09:00:19,233329,58,0,0,0,0,0,0,38210
2020-07-21 09:00:39,233329,58,0,0,0,0,0,0,36101
2020-07-24 08:15:04,233329,58,0,0,0,0,0,0,0
2020-07-25 11:57:19,233329,58,0,0,0,0,0,0,0
2020-07-26 22:09:41,233329,58,0,0,0,0,0,0,93573
2020-07-27 07:47:38,233329,117,0,0,0,0,0,0,0
2020-07-30 07:52:08,233329,117,0,0,0,0,0,0,0
2020-08-01 10:25:47,233329,117,0,0,0,0,0,0,0
2020-08-02 09:49:41,277243,61574,3735,1700,325,3,262,3193,34552
2020-08-03 08:09:16,284615,79504,4209,2089,325,22,277,3980,77225
2020-08-04 00:00:17,341676,178245,17760,5449,355,23,675,12241,114257
2020-08-05 09:44:25,426826,269511,27601,8517,401,25,901,22861,176697
2020-08-06 08:02:58,507138,362824,42187,12412,457,26,1301,30242,207549
2020-08-07 00:09:32,565132,477291,55799,15999,492,32,1608,39087,266229
2020-08-08 00:00:34,650994,696062,75443,22228,4622,34,3846,53907,317144
2020-08-09 11:02:16,665458,705116,75756,22351,4943,34,3981,53908,394386
2020-08-09 15:01:35,679617,719826,78982,22923,4943,35,4004,55755,403311
2020-08-10 00:12:32,712673,853593,82360,25525,6790,35,4811,56229,427156
2020-08-11 07:53:39,826741,978928,102937,29590,6809,39,5000,67274,511598
2020-08-12 08:08:09,914010,1106543,109349,33074,6863,47,5301,78012,572759
2020-08-13 01:49:31,977693,1212383,123675,36614,6891,49,5640,89526,604289
2020-08-14 00:00:06,1057422,1303051,136929,40150,6923,52,5967,99191,659958
2020-08-15 00:00:35,1143852,1478929,153669,43850,6976,52,6259,108474,709285
2020-08-16 00:00:31,1190621,1615219,157837,45967,7981,58,6780,111608,738716
2020-08-18 08:04:54,1257872,1707478,160326,46840,7985,67,6818,116014,920931
2020-08-19 01:56:31,1322168,1778318,174624,49024,8017,71,6990,123529,966378
2020-08-20 08:01:19,1430456,1906594,194518,52902,8080,76,7313,130815,1044689
2020-08-21 00:00:18,1487995,2014827,206915,55775,8090,81,7491,137423,1076272
2020-08-22 11:56:14,1566911,2097093,216238,58461,8137,83,7806,145898,1186561
2020-08-23 01:38:33,1616250,2122886,216497,58720,8137,83,7811,146452,1204324
2020-08-24 00:00:42,1631297,2156280,219026,59758,8139,91,7883,150270,1237989
2020-08-25 00:17:33,1718708,2237736,233270,62673,8166,102,8165,162375,1299414
2020-08-26 00:34:33,1806128,2327530,239102,65657,8214,103,8560,172742,1355949
2020-08-27 00:58:33,1893968,2397693,243797,67534,8244,104,8793,177405,1443223
2020-08-28 00:41:58,1979373,2516346,251220,72074,8965,106,9695,186338,1492004
2020-08-29 03:03:46,2044501,2587625,260783,75214,9003,108,10162,193142,1559777
2020-08-30 00:00:27,2060186,2600077,262171,77496,9509,108,10520,193949,1603771
2020-08-31 00:00:41,2103466,2615918,263462,78755,9737,111,10679,196255,1641670
2020-09-01 00:00:29,2158335,2705546,278548,82854,10110,114,11145,209020,1704360
2020-09-02 00:34:31,2246777,2806405,288475,86460,10394,117,11478,218380,1767635
2020-09-03 00:00:31,2331137,2922964,295125,90207,10893,119,11896,224953,1826283
2020-09-05 11:12:56,2406789,2986518,296607,91971,11548,122,12201,227164,1893547
2020-09-06 11:26:09,2439018,3066495,300423,92676,11561,125,12274,228342,1911751
2020-09-07 00:00:09,2484257,3259355,319228,97487,13753,137,13194,233015,1937496
2020-09-08 01:02:32,2548476,3396842,328809,102537,14263,148,13850,244283,2000313
2020-09-09 09:05:04,2621701,3505601,336632,105999,14272,155,14189,252526,2044671
2020-09-10 00:00:05,2675401,3611909,348582,109113,14287,160,14473,261673,2070796
2020-09-11 01:52:30,2768547,3704151,361506,113007,14307,162,14901,273536,2115972
2020-09-12 10:54:20,2835590,3809978,371312,116967,14354,169,15297,284181,2182517
2020-09-13 00:00:31,2882760,3964656,377368,119455,16230,169,15963,286059,2219347
2020-09-14 08:34:44,2952713,4041416,379988,120423,16238,172,16048,287864,2275274
2020-09-15 08:52:05,3040153,4120476,390401,123324,16262,174,16276,296708,2343034
2020-09-16 00:29:31,3096400,4238858,401665,127941,16380,178,16778,310863,2374001
2020-09-17 00:00:11,3181040,4400693,416795,133506,17425,183,17893,322592,2434331
2020-09-18 00:00:41,3267469,4489090,432320,137156,17460,188,18269,333938,2496140
2020-09-19 00:00:54,3353883,4569893,436447,139039,17472,188,18438,341105,2564455
2020-09-20 10:13:54,3397348,4662870,440362,141617,18617,190,19193,343269,2645344
2020-09-21 08:08:22,3422412,4761675,442529,142557,18622,201,19272,345929,2707862
2020-09-22 00:42:31,3482060,4851993,454499,146100,18646,209,19508,357664,2740679
2020-09-23 08:36:47,3596916,4907142,469194,148414,18651,211,19719,364355,2789558
2020-09-24 00:00:48,3652357,4996544,480236,152037,18698,217,20129,374998,2873564
2020-09-25 00:10:32,3739341,5076309,490978,154524,18723,223,20343,381308,2935474
2020-09-25 08:32:23,3768981,5076309,490978,154524,18723,223,20343,381308,2935474
2020-09-26 00:00:23,3824661,5248436,504215,159659,19821,223,21241,393595,2967172
2020-09-27 00:00:57,3878933,5520289,512245,164117,21152,232,22137,402090,3020187
2020-09-28 08:39:05,3889095,5525068,512453,164303,21152,232,22152,402284,3029599
2020-09-29 00:00:30,3944379,5624109,522192,168621,21619,233,22570,412155,3057861
2020-09-30 00:28:31,4032461,5720447,536440,171413,21658,236,22864,421153,3117197
2020-09-30 19:19:48,4093901,5808414,548966,174191,21735,267,23077,430113,3161373
2020-10-01 00:30:32,4112545,5819146,551278,174540,21738,267,23092,431410,3176787
2020-10-02 02:05:32,4204644,5919989,565580,180431,22655,269,23793,441682,3241992
2020-10-03 00:00:36,4283549,6010176,576133,185340,23235,273,24444,450347,3296042
2020-10-04 21:11:06,4369825,6068902,578948,188337,23963,274,24926,451539,3366633
2020-10-05 08:01:37,4378025,6209666,583005,192407,26208,274,26585,451846,3399007
2020-10-06 00:07:33,4435980,6342817,593826,195065,26227,275,26779,459622,3427866
2020-10-07 00:36:33,4524120,6414491,609423,199590,27042,282,27320,467637,3492220
2020-10-07 18:27:50,4588047,6485766,618646,201714,27075,283,27505,473277,3536702
2020-10-08 00:50:31,4611007,6486862,618661,201757,27078,283,27512,473340,3559482
2020-10-09 07:27:18,4721214,6546737,628683,203760,27106,288,27660,478729,3644150
2020-10-10 00:00:18,4780794,6679620,640970,208285,27198,288,28077,491228,3679495
2020-10-10 22:15:44,4846082,6686144,642668,210140,27700,288,28428,491805,3730392
2020-10-11 00:00:44,4852382,6710779,642940,210656,27700,288,28474,492559,3732531
2020-10-12 00:00:35,4938773,6800042,643662,211099,27701,288,28510,493353,3803274
2020-10-13 08:14:38,4988384,6890395,644296,212418,27711,295,28598,496688,3872942
2020-10-13 09:20:44,4992103,6896369,644960,212643,27723,295,28610,497284,3875013
2020-10-14 00:47:32,5047711,6969530,659873,215294,27758,301,28808,506514,3912673
2020-10-15 00:00:33,5131292,7029164,671447,217080,27779,305,28917,512058,3979580
2020-10-16 00:15:33,5218591,7109872,680144,219297,27797,306,29083,519918,4049717
2020-10-17 12:39:36,5303184,7237377,690811,222169,27853,309,29322,527922,4105066
2020-10-18 00:00:53,5344060,7259339,691384,222259,27853,309,29325,528075,4141543
2020-10-21 09:00:34,5383122,7259352,691384,222259,27853,309,29325,528075,4213787
2020-10-22 00:00:30,5437117,7343579,705392,225455,27892,310,29630,536986,4249360
2020-10-23 00:07:32,5523939,7463041,714740,228440,27917,328,29900,545935,4311708
2020-10-24 00:00:32,5609919,7561036,725205,231623,27970,333,30126,556496,4379200
2020-10-25 20:32:51,5621493,7561627,725211,231634,27970,333,30126,556496,4412840
2020-10-26 08:46:09,5631182,7622926,729133,232514,28008,334,30444,557336,4416950
2020-10-27 06:51:53,5710726,7689080,736399,234310,28013,339,30564,566638,4480053
2020-10-28 08:02:20,5801353,7805716,753397,237189,28050,344,30763,574621,4514228
2020-10-29 00:00:22,5858835,7911593,763176,240815,28077,347,31018,587661,4580288
2020-10-30 00:00:24,5945236,7993023,772055,243266,28089,348,31199,596248,4648224
2020-10-31 00:00:33,6031574,8219416,787758,248223,30504,354,32491,604052,4706458
2020-11-01 00:00:51,6092122,8386774,804698,251757,39752,366,36712,609472,4746780
2020-11-07 09:59:08,6140094,8461790,811608,253368,40664,368,37231,610816,4818064
2020-11-08 00:00:08,6190554,8576297,816755,255311,40713,377,37743,614813,4850864
2020-11-09 00:00:14,6276959,8623454,817727,255763,40714,379,37773,616870,4927090
2020-11-10 07:36:32,6365868,8767041,838018,259083,40727,385,37970,629515,4985186
2020-11-11 00:00:32,6424909,8884689,851811,263532,40818,386,38334,644393,5017587
2020-11-12 00:00:32,6511309,8984866,862481,266475,40838,389,38561,654242,5082809
2020-11-13 00:00:49,6597617,9063249,870225,270009,41789,390,39386,661463,5151282
2020-11-14 00:00:50,6684019,9143481,880953,273582,42408,391,39948,667981,5218921
2020-11-15 11:59:10,6787993,9206098,886365,273893,42413,391,39980,668586,5335061
2020-11-16 08:25:03,6808442,9263943,890890,274531,45512,391,41278,668996,5369398
2020-11-17 00:00:05,6864543,9387190,910659,278362,45523,396,41542,681399,5399063
2020-11-18 00:00:08,6950946,9444270,922958,280321,45536,397,41667,685780,5469382
2020-11-19 08:46:42,7068867,9520147,935090,282938,45557,403,41860,693608,5568647
2020-11-20 00:00:01,7123666,9547979,944396,283815,45567,405,41905,697512,5614636
2020-11-21 11:04:40,7249945,9614809,954700,285686,45570,408,41996,703096,5724869
2020-11-22 00:00:42,7296507,9649651,956613,286879,45574,411,42159,705263,5764568
2020-11-24 08:55:26,7298655,9650440,956619,286899,45574,411,42162,705301,5766388
2020-11-25 00:00:51,7352979,9715459,961268,288790,45586,416,42294,711245,5782231
2020-11-25 15:27:57,7406020,9742752,963603,289644,45586,419,42343,715083,5828453
2020-11-26 09:04:09,7469392,9799242,967247,290669,45595,422,42406,717482,5845791
2020-11-27 09:07:30,7555992,9896998,980330,293457,45614,427,42600,729128,5944837
2020-11-28 11:10:18,7649760,9964331,990322,295490,45627,429,42751,736002,6022746
2020-11-29 14:18:22,7747444,9981034,990819,295490,45627,429,42751,736002,6036323
2020-11-30 08:59:38,7814720,10008257,993392,295490,45627,429,42751,736002,6178576
2020-12-01 00:00:24,7868538,10089294,999199,296835,45637,439,42850,741049,6199000
2020-12-07 21:57:18,7933086,10152472,1005979,298591,45653,442,42948,745263,6405841
2020-12-08 09:22:08,7974176,10157119,1007617,298707,45653,442,42955,745591,6445588
2020-12-09 08:35:36,8057784,10205956,1008305,299290,45654,446,43030,747122,6483327
2020-12-10 09:20:53,8097446,10258613,1014010,301023,45665,447,43126,752853,6542063
2020-12-11 00:00:42,8150132,10319118,1024684,302891,45680,448,43244,759019,6565732
2020-12-12 02:57:09,8247119,10389397,1033042,305257,45699,449,43430,765136,6617297
2020-12-13 00:00:51,8322942,10466559,1037961,308983,45811,454,44104,770196,6705240
2020-12-15 08:19:40,8385131,10486850,1038131,309211,45855,454,44120,770742,6902596
2020-12-16 08:09:12,8470903,10548215,1046458,311274,45876,455,44221,778079,6937105
2020-12-17 08:47:31,8559602,10608504,1053967,313061,45900,463,44320,784010,6962799
2020-12-17 12:33:00,8572501,10648706,1057713,314540,45908,464,44393,787788,6967743
2020-12-18 09:00:56,8646177,10679502,1060377,315314,45909,467,44433,790016,7034471
2020-12-19 00:00:55,8700175,10764184,1070705,317741,45926,472,44546,796443,7067080
2020-12-20 00:00:58,8786579,10816389,1071123,317902,45926,474,44553,797095,7142384
2020-12-21 08:57:21,8905162,10828908,1071240,318308,45932,476,44578,797924,7257782
2020-12-22 08:53:57,8991358,10917000,1081446,321403,45942,497,44779,805767,7287155
2020-12-23 10:31:05,9083585,11002044,1090761,324839,45946,504,45125,814152,7356574
2020-12-24 00:00:07,9132127,11041394,1095340,326018,45950,514,45190,818060,7431716
2020-12-25 14:19:54,9178284,11043351,1095398,326066,45950,514,45192,818221,7569177
2020-12-26 11:49:41,9255670,11113121,1097233,327229,46892,514,45596,819171,7642076
2020-12-27 18:18:43,9259169,11115734,1097307,327291,46892,514,45599,819445,7751298
2020-12-28 09:02:07,9312173,11136553,1098400,327815,46897,515,45641,821189,7765201
2020-12-29 06:55:13,9390959,11241831,1105620,329920,46906,518,45737,830516,7852292
2020-12-30 08:50:19,9484265,11309827,1119448,332216,46913,519,45919,837092,7925842
2020-12-31 00:00:49,9538824,11369904,1125748,334274,46925,520,45994,843300,7966511
2021-01-01 12:03:07,9607545,11443091,1126852,335513,47790,520,46415,843577,8089448
2021-01-02 12:20:33,9661208,11491786,1127538,336278,48287,520,46602,843982,8174119
2021-01-03 12:32:50,9748344,11552701,1131707,337919,48297,524,46735,846629,8251849
2021-01-04 00:00:50,9789625,11687079,1135484,339292,48306,530,46796,851006,8269786
2021-01-05 09:26:28,9909963,11703021,1136699,339622,48309,530,46806,853303,8386086
2021-01-06 00:00:29,9962403,11724636,1137427,340010,48312,530,46830,854110,8434542
2021-01-07 00:00:15,10010314,11776274,1137909,340820,48742,530,46978,854709,8517702
2021-01-08 00:00:22,10096721,11822953,1139400,341731,48747,530,47094,857217,8595038
2021-01-09 22:24:40,10228549,11830662,1139868,341970,48747,530,47097,858189,8724905
2021-01-10 09:27:34,10268323,11831383,1139872,341989,48747,530,47097,858298,8764412
2021-01-11 00:00:39,10320708,11897655,1140368,343090,48747,538,47167,860043,8804476
2021-01-13 10:59:39,10374656,11948397,1145958,344738,48756,539,47237,867399,8846112
2021-01-14 08:43:37,10452894,12045739,1155466,346892,48768,540,47377,872170,8904435
2021-01-14 11:26:43,10461953,12070077,1159058,347901,48802,540,47444,874377,8907049
2021-01-14 14:53:53,10474073,12090171,1160398,348655,48805,540,47498,877154,8912993
2021-01-15 00:00:53,10506892,12168580,1163237,350587,49433,541,47813,879859,8937746
2021-01-16 10:47:56,10578337,12237769,1171812,352766,49454,542,47952,885804,8967726
2021-01-17 20:54:16,10701117,12298393,1174133,353340,49457,545,47995,887059,9079040
2021-01-18 00:00:15,10712276,12330686,1174326,353514,49457,545,48013,887254,9084212
2021-01-19 07:40:44,10826305,12410746,1185972,356157,49474,548,48173,895961,9179070
2021-01-20 00:00:44,10885104,12493287,1196958,358109,49494,550,48277,900330,9218231
2021-01-21 00:00:07,10971468,12604713,1209251,361591,49666,556,48715,909559,9278637
2021-01-22 00:00:24,11057885,12699670,1218473,363490,49670,557,48803,915944,9342743
2021-01-23 00:12:42,11127035,12750800,1224815,364975,49673,559,48856,921067,9415793
2021-01-25 08:53:23,11264787,12822594,1228253,366329,50260,559,49162,923434,9449880
2021-01-26 00:00:26,11319209,12918523,1236647,368924,50287,562,49299,935129,9608147
2021-01-27 09:10:52,11438635,13019885,1247171,372930,50335,568,49789,947480,9703696
2021-01-28 08:05:17,11521100,13086228,1255784,374659,50346,569,49897,955821,9769868
2021-01-30 14:02:26,11715329,13151452,1262431,377165,50389,571,50136,964250,9790587
2021-01-31 17:00:15,11812398,13176131,1263135,377506,50398,571,50188,964993,10042732
2021-02-01 00:00:15,11837598,13260476,1268225,378472,50409,572,50297,966726,9964601
2021-02-02 08:45:33,11892450,13357672,1280761,381168,50433,573,50466,975254,10058990
2021-02-03 08:51:26,11901883,13374858,1283154,381729,50433,573,50484,976981,10063856
2021-02-04 00:00:28,11956424,13456866,1289363,384370,50464,577,50694,985978,10100566
2021-02-05 00:00:30,12042826,13583883,1306116,387398,50477,584,50922,993778,10160750
2021-02-05 12:43:40,12087755,13621261,1310511,388074,50507,584,50958,995861,10197150
2021-02-06 00:00:41,12128375,13660652,1317227,389398,50514,585,51030,999151,10228279
2021-02-07 20:17:30,12287784,13661344,1317227,389411,50514,585,51030,999151,10387645
2021-02-08 08:24:03,12298137,13667235,1317253,389520,50515,585,51035,999507,10396750
2021-02-09 00:00:04,12354298,13824912,1328354,391824,50525,590,51156,1004225,10422909
2021-02-10 00:00:36,12440730,13916866,1341627,394064,50529,590,51314,1009877,10488454
2021-02-11 00:00:44,12527138,14057296,1360324,398421,50636,593,51804,1021595,10546316
2021-02-12 08:45:02,12644995,14153500,1373502,400911,51088,593,52163,1028277,10646522
2021-02-13 09:49:18,12683266,14240355,1384688,404176,51106,593,52510,1036196,10666609
2021-02-16 11:39:21,12709239,14241946,1384692,404231,51106,593,52513,1036275,10932152
2021-02-17 09:09:22,12786541,14301459,1385354,404948,51109,593,52576,1040047,10998458
2021-02-18 00:00:23,12840002,14407511,1396683,408153,51146,593,52834,1049400,11029012
2021-02-19 08:20:19,12956397,14411232,1397715,408261,51146,593,52839,1049795,11144547
2021-02-23 10:58:50,13010334,14516510,1409255,410546,51172,595,53008,1054065,11174071
2021-02-24 08:59:26,13089570,14580573,1417752,411998,51194,595,53110,1057371,11187190
2021-02-27 05:34:23,13123315,14654890,1428483,414655,51228,600,53242,1065076,11204726
2021-02-28 01:11:53,13193964,14663084,1428648,415003,51230,602,53301,1065638,11273949
2021-03-01 08:39:45,13220125,14666621,1428793,415113,51230,602,53308,1065872,11299657
2021-03-02 08:26:31,13305730,14787368,1449696,420618,51278,607,53980,1074200,11327548
2021-03-03 09:01:22,13306132,14789911,1449928,420777,51287,607,54000,1074258,11327548
2021-03-04 09:12:59,13393228,14941681,1463206,423742,51304,610,54257,1080758,11348293
2021-03-05 09:02:41,13479011,15057280,1473998,426898,51332,610,54541,1087136,11399602
